Temps;Déplacement;Déformation 1;Force
(s);(mm);(%);(kN)
"53,8000";"1,7204";"0,6334";"13,3594"
"53,9000";"1,7237";"0,6392";"13,3688"
"54,0000";"1,7269";"0,6452";"13,3789"
"54,1000";"1,7301";"0,6510";"13,3863"
"54,2000";"1,7333";"0,6568";"13,3942"
"54,3000";"1,7364";"0,6627";"13,4014"
"54,4000";"1,7397";"0,6685";"13,4110"
"54,5000";"1,7428";"0,6744";"13,4184"
"54,6000";"1,7460";"0,6802";"13,4258"
"54,7000";"1,7492";"0,6863";"13,4363"
"54,8000";"1,7525";"0,6923";"13,4463"
"54,9000";"1,7556";"0,6982";"13,4526"
"55,0000";"1,7589";"0,7043";"13,4610"
"55,1000";"1,7622";"0,7103";"13,4715"
"55,2000";"1,7652";"0,7162";"13,4760"
"55,3000";"1,7684";"0,7223";"13,4837"
"55,4000";"1,7716";"0,7283";"13,4917"
"55,5000";"1,7748";"0,7344";"13,5013"
"55,6000";"1,7780";"0,7405";"13,5086"
"55,7000";"1,7812";"0,7466";"13,5170"
"55,8000";"1,7845";"0,7528";"13,5261"
"55,9000";"1,7877";"0,7589";"13,5339"
"56,0000";"1,7908";"0,7650";"13,5390"
"56,1000";"1,7941";"0,7713";"13,5485"
"56,2000";"1,7973";"0,7773";"13,5562"
"56,3000";"1,8004";"0,7835";"13,5620"
"56,4000";"1,8036";"0,7896";"13,5690"
"56,5000";"1,8069";"0,7959";"13,5794"
"56,6000";"1,8100";"0,8021";"13,5841"
"56,7000";"1,8133";"0,8083";"13,5924"
"56,8000";"1,8165";"0,8146";"13,6007"
"56,9000";"1,8197";"0,8208";"13,6079"
"57,0000";"1,8229";"0,8271";"13,6141"
"57,1000";"1,8260";"0,8332";"13,6203"
"57,2000";"1,8293";"0,8396";"13,6284"
"57,3000";"1,8325";"0,8459";"13,6353"
"57,4000";"1,8356";"0,8520";"13,6403"
"57,5000";"1,8388";"0,8584";"13,6488"
"57,6000";"1,8421";"0,8648";"13,6583"
"57,7000";"1,8453";"0,8711";"13,6639"
"57,8000";"1,8485";"0,8774";"13,6710"
"57,9000";"1,8517";"0,8839";"13,6796"
"58,0000";"1,8549";"0,8902";"13,6840"
"58,1000";"1,8580";"0,8966";"13,6898"
"58,2000";"1,8612";"0,9029";"13,6971"
"58,3000";"1,8644";"0,9093";"13,7038"
"58,4000";"1,8676";"0,9157";"13,7110"
"58,5000";"1,8708";"0,9222";"13,7177"
"58,6000";"1,8741";"0,9287";"13,7272"
"58,7000";"1,8773";"0,9352";"13,7329"
"58,8000";"1,8805";"0,9415";"13,7377"
"58,9000";"1,8837";"0,9481";"13,7446"
"59,0000";"1,8869";"0,9546";"13,7527"
"59,1000";"1,8900";"0,9609";"13,7559"
"59,2000";"1,8932";"0,9675";"13,7629"
"59,3000";"1,8965";"0,9740";"13,7712"
"59,4000";"1,8997";"0,9806";"13,7773"
"59,5000";"1,9029";"0,9871";"13,7833"
"59,6000";"1,9061";"0,9937";"13,7911"
"59,7000";"1,9093";"1,0002";"13,7964"
"59,8000";"1,9125";"1,0068";"13,8025"
"59,9000";"1,9156";"1,0133";"13,8064"
"60,0000";"1,9189";"1,0199";"13,8151"
"60,1000";"1,9220";"1,0265";"13,8204"
"60,2000";"1,9252";"1,0331";"13,8255"
"60,3000";"1,9284";"1,0397";"13,8320"
"60,4000";"1,9317";"1,0464";"13,8411"
"60,5000";"1,9349";"1,0529";"13,8451"
"60,6000";"1,9381";"1,0596";"13,8514"
"60,7000";"1,9413";"1,0663";"13,8585"
"60,8000";"1,9445";"1,0729";"13,8634"
"60,9000";"1,9476";"1,0795";"13,8680"
"61,0000";"1,9508";"1,0862";"13,8740"
"61,1000";"1,9540";"1,0929";"13,8799"
"61,2000";"1,9572";"1,0996";"13,8864"
"61,3000";"1,9604";"1,1062";"13,8918"
"61,4000";"1,9637";"1,1130";"13,8994"
"61,5000";"1,9669";"1,1198";"13,9057"
"61,6000";"1,9701";"1,1265";"13,9093"
"61,7000";"1,9733";"1,1333";"13,9157"
"61,8000";"1,9765";"1,1400";"13,9216"
"61,9000";"1,9796";"1,1467";"13,9245"
"62,0000";"1,9828";"1,1534";"13,9298"
"62,1000";"1,9861";"1,1602";"13,9385"
"62,2000";"1,9892";"1,1670";"13,9430"
"62,3000";"1,9925";"1,1737";"13,9488"
"62,4000";"1,9957";"1,1805";"13,9547"
"62,5000";"1,9989";"1,1874";"13,9609"
"62,6000";"2,0021";"1,1941";"13,9649"
"62,7000";"2,0052";"1,2009";"13,9684"
"62,8000";"2,0085";"1,2077";"13,9757"
"62,9000";"2,0117";"1,2146";"13,9818"
"63,0000";"2,0148";"1,2213";"13,9848"
"63,1000";"2,0180";"1,2282";"13,9921"
"63,2000";"2,0213";"1,2352";"13,9994"
"63,3000";"2,0245";"1,2421";"14,0039"
"63,4000";"2,0277";"1,2488";"14,0079"
"63,5000";"2,0309";"1,2558";"14,0158"
"63,6000";"2,0341";"1,2626";"14,0184"
"63,7000";"2,0373";"1,2696";"14,0235"
"63,8000";"2,0404";"1,2764";"14,0276"
"63,9000";"2,0437";"1,2833";"14,0347"
"64,0000";"2,0468";"1,2901";"14,0396"
"64,1000";"2,0500";"1,2971";"14,0440"
"64,2000";"2,0533";"1,3041";"14,0508"
"64,3000";"2,0566";"1,3110";"14,0570"
"64,4000";"2,0596";"1,3180";"14,0596"
"64,5000";"2,0629";"1,3250";"14,0655"
"64,6000";"2,0661";"1,3319";"14,0711"
"64,7000";"2,0692";"1,3389";"14,0747"
"64,8000";"2,0724";"1,3458";"14,0784"
"64,9000";"2,0757";"1,3529";"14,0850"
"65,0000";"2,0788";"1,3598";"14,0898"
"65,1000";"2,0821";"1,3668";"14,0954"
"65,2000";"2,0853";"1,3739";"14,1010"
"65,3000";"2,0885";"1,3810";"14,1062"
"65,4000";"2,0917";"1,3879";"14,1101"
"65,5000";"2,0948";"1,3949";"14,1122"
"65,6000";"2,0981";"1,4020";"14,1189"
"65,7000";"2,1013";"1,4090";"14,1227"
"65,8000";"2,1044";"1,4159";"14,1261"
"65,9000";"2,1076";"1,4230";"14,1320"
"66,0000";"2,1109";"1,4301";"14,1404"
"66,1000";"2,1141";"1,4371";"14,1431"
"66,2000";"2,1173";"1,4443";"14,1472"
"66,3000";"2,1205";"1,4514";"14,1523"
"66,4000";"2,1237";"1,4585";"14,1562"
"66,5000";"2,1268";"1,4656";"14,1593"
"66,6000";"2,1300";"1,4725";"14,1634"
"66,7000";"2,1332";"1,4797";"14,1688"
"66,8000";"2,1365";"1,4868";"14,1748"
"66,9000";"2,1396";"1,4939";"14,1775"
"67,0000";"2,1429";"1,5011";"14,1845"
"67,1000";"2,1461";"1,5084";"14,1888"
"67,2000";"2,1493";"1,5155";"14,1917"
"67,3000";"2,1525";"1,5226";"14,1953"
"67,4000";"2,1557";"1,5298";"14,2021"
"67,5000";"2,1588";"1,5370";"14,2041"
"67,6000";"2,1620";"1,5441";"14,2085"
"67,7000";"2,1652";"1,5512";"14,2139"
"67,8000";"2,1685";"1,5584";"14,2187"
"67,9000";"2,1717";"1,5656";"14,2227"
"68,0000";"2,1749";"1,5728";"14,2273"
"68,1000";"2,1781";"1,5800";"14,2322"
"68,2000";"2,1813";"1,5872";"14,2372"
"68,3000";"2,1844";"1,5943";"14,2387"
"68,4000";"2,1877";"1,6015";"14,2452"
"68,5000";"2,1909";"1,6087";"14,2490"
"68,6000";"2,1940";"1,6159";"14,2521"
"68,7000";"2,1972";"1,6230";"14,2569"
"68,8000";"2,2005";"1,6304";"14,2640"
"68,9000";"2,2037";"1,6376";"14,2673"
"69,0000";"2,2069";"1,6448";"14,2713"
"69,1000";"2,2101";"1,6520";"14,2768"
"69,2000";"2,2133";"1,6592";"14,2795"
"69,3000";"2,2164";"1,6664";"14,2831"
"69,4000";"2,2196";"1,6735";"14,2855"
"69,5000";"2,2229";"1,6808";"14,2913"
"69,6000";"2,2261";"1,6881";"14,2961"
"69,7000";"2,2292";"1,6952";"14,2997"
"69,8000";"2,2325";"1,7026";"14,3058"
"69,9000";"2,2358";"1,7099";"14,3117"
"70,0000";"2,2389";"1,7170";"14,3125"
"70,1000";"2,2421";"1,7243";"14,3167"
"70,2000";"2,2453";"1,7316";"14,3210"
"70,3000";"2,2485";"1,7387";"14,3247"
"70,4000";"2,2516";"1,7459";"14,3271"
"70,5000";"2,2548";"1,7532";"14,3335"
"70,6000";"2,2580";"1,7604";"14,3373"
"70,7000";"2,2613";"1,7678";"14,3420"
"70,8000";"2,2645";"1,7749";"14,3447"
"70,9000";"2,2677";"1,7822";"14,3502"
"71,0000";"2,2709";"1,7895";"14,3535"
"71,1000";"2,2740";"1,7966";"14,3556"
"71,2000";"2,2772";"1,8040";"14,3605"
"71,3000";"2,2805";"1,8112";"14,3658"
"71,4000";"2,2836";"1,8184";"14,3674"
"71,5000";"2,2868";"1,8257";"14,3723"
"71,6000";"2,2901";"1,8331";"14,3785"
"71,7000";"2,2933";"1,8403";"14,3822"
"71,8000";"2,2965";"1,8476";"14,3849"
"71,9000";"2,2997";"1,8549";"14,3896"
"72,0000";"2,3029";"1,8622";"14,3931"
"72,1000";"2,3061";"1,8694";"14,3963"
"72,2000";"2,3092";"1,8767";"14,3985"
"72,3000";"2,3124";"1,8839";"14,4040"
"72,4000";"2,3157";"1,8912";"14,4085"
"72,5000";"2,3188";"1,8985";"14,4112"
"72,6000";"2,3221";"1,9058";"14,4171"
"72,7000";"2,3253";"1,9132";"14,4221"
"72,8000";"2,3285";"1,9206";"14,4238"
"72,9000";"2,3317";"1,9278";"14,4272"
"73,0000";"2,3349";"1,9352";"14,4325"
"73,1000";"2,3380";"1,9424";"14,4347"
"73,2000";"2,3412";"1,9496";"14,4372"
"73,3000";"2,3444";"1,9570";"14,4422"
"73,4000";"2,3477";"1,9644";"14,4474"
"73,5000";"2,3509";"1,9717";"14,4517"
"73,6000";"2,3541";"1,9791";"14,4552"
"73,7000";"2,3573";"1,9865";"14,4589"
"73,8000";"2,3605";"1,9939";"14,4639"
"73,9000";"2,3636";"2,0012";"14,4639"
"74,0000";"2,3669";"2,0086";"14,4692"
"74,1000";"2,3701";"2,0159";"14,4729"
"74,2000";"2,3732";"2,0233";"14,4761"
"74,3000";"2,3764";"2,0306";"14,4796"
"74,4000";"2,3797";"2,0381";"14,4865"
"74,5000";"2,3829";"2,0454";"14,4892"
"74,6000";"2,3861";"2,0529";"14,4927"
"74,7000";"2,3893";"2,0603";"14,4958"
"74,8000";"2,3925";"2,0676";"14,5002"
"74,9000";"2,3957";"2,0750";"14,5026"
"75,0000";"2,3988";"2,0823";"14,5046"
"75,1000";"2,4020";"2,0898";"14,5095"
"75,2000";"2,4053";"2,0972";"14,5150"
"75,3000";"2,4084";"2,1046";"14,5160"
"75,4000";"2,4117";"2,1120";"14,5217"
"75,5000";"2,4149";"2,1194";"14,5264"
"75,6000";"2,4181";"2,1268";"14,5283"
"75,7000";"2,4213";"2,1342";"14,5317"
"75,8000";"2,4245";"2,1417";"14,5360"
"75,9000";"2,4276";"2,1490";"14,5387"
"76,0000";"2,4308";"2,1565";"14,5411"
"76,1000";"2,4340";"2,1638";"14,5449"
"76,2000";"2,4373";"2,1713";"14,5494"
"76,3000";"2,4405";"2,1787";"14,5539"
"76,4000";"2,4437";"2,1861";"14,5561"
"76,5000";"2,4469";"2,1936";"14,5612"
"76,6000";"2,4501";"2,2011";"14,5645"
"76,7000";"2,4532";"2,2084";"14,5651"
"76,8000";"2,4564";"2,2159";"14,5688"
"76,9000";"2,4597";"2,2233";"14,5739"
"77,0000";"2,4628";"2,2307";"14,5758"
"77,1000";"2,4660";"2,2382";"14,5792"
"77,2000";"2,4693";"2,2457";"14,5850"
"77,3000";"2,4725";"2,2532";"14,5900"
"77,4000";"2,4757";"2,2607";"14,5912"
"77,5000";"2,4789";"2,2681";"14,5946"
"77,6000";"2,4821";"2,2756";"14,5978"
"77,7000";"2,4853";"2,2829";"14,6017"
"77,8000";"2,4884";"2,2903";"14,6021"
"77,9000";"2,4916";"2,2979";"14,6077"
"78,0000";"2,4949";"2,3054";"14,6125"
"78,1000";"2,4980";"2,3129";"14,6149"
"78,2000";"2,5013";"2,3203";"14,6186"
"78,3000";"2,5046";"2,3279";"14,6244"
"78,4000";"2,5077";"2,3353";"14,6250"
"78,5000";"2,5109";"2,3429";"14,6286"
"78,6000";"2,5141";"2,3503";"14,6319"
"78,7000";"2,5173";"2,3578";"14,6359"
"78,8000";"2,5204";"2,3652";"14,6377"
"78,9000";"2,5236";"2,3727";"14,6413"
"79,0000";"2,5268";"2,3802";"14,6455"
"79,1000";"2,5301";"2,3877";"14,6498"
"79,2000";"2,5333";"2,3953";"14,6516"
"79,3000";"2,5365";"2,4028";"14,6560"
"79,4000";"2,5397";"2,4103";"14,6599"
"79,5000";"2,5428";"2,4177";"14,6606"
"79,6000";"2,5460";"2,4252";"14,6647"
"79,7000";"2,5493";"2,4328";"14,6681"
"79,8000";"2,5524";"2,4402";"14,6700"
"79,9000";"2,5556";"2,4477";"14,6733"
"80,0000";"2,5589";"2,4553";"14,6796"
"80,1000";"2,5621";"2,4628";"14,6827"
"80,2000";"2,5653";"2,4705";"14,6852"
"80,3000";"2,5685";"2,4779";"14,6880"
"80,4000";"2,5717";"2,4856";"14,6921"
"80,5000";"2,5749";"2,4930";"14,6942"
"80,6000";"2,5780";"2,5005";"14,6952"
"80,7000";"2,5812";"2,5080";"14,6995"
"80,8000";"2,5845";"2,5156";"14,7053"
"80,9000";"2,5876";"2,5230";"14,7062"
"81,0000";"2,5909";"2,5307";"14,7113"
"81,1000";"2,5941";"2,5383";"14,7162"
"81,2000";"2,5973";"2,5459";"14,7180"
"81,3000";"2,6005";"2,5535";"14,7198"
"81,4000";"2,6037";"2,5610";"14,7233"
"81,5000";"2,6069";"2,5685";"14,7264"
"81,6000";"2,6100";"2,5762";"14,7290"
"81,7000";"2,6132";"2,5836";"14,7314"
"81,8000";"2,6165";"2,5912";"14,7370"
"81,9000";"2,6197";"2,5988";"14,7407"
"82,0000";"2,6229";"2,6063";"14,7424"
"82,1000";"2,6261";"2,6139";"14,7456"
"82,2000";"2,6294";"2,6215";"14,7505"
"82,3000";"2,6324";"2,6290";"14,7499"
"82,4000";"2,6357";"2,6366";"14,7543"
"82,5000";"2,6388";"2,6441";"14,7574"
"82,6000";"2,6420";"2,6517";"14,7605"
"82,7000";"2,6452";"2,6593";"14,7631"
"82,8000";"2,6485";"2,6668";"14,7677"
"82,9000";"2,6517";"2,6745";"14,7708"
"83,0000";"2,6549";"2,6821";"14,7734"
"83,1000";"2,6581";"2,6896";"14,7760"
"83,2000";"2,6613";"2,6973";"14,7797"
"83,3000";"2,6645";"2,7048";"14,7825"
"83,4000";"2,6676";"2,7123";"14,7831"
"83,5000";"2,6708";"2,7199";"14,7874"
"83,6000";"2,6741";"2,7275";"14,7921"
"83,7000";"2,6772";"2,7350";"14,7935"
"83,8000";"2,6805";"2,7427";"14,7978"
"83,9000";"2,6838";"2,7504";"14,8033"
"84,0000";"2,6869";"2,7579";"14,8044"
"84,1000";"2,6901";"2,7655";"14,8066"
"84,2000";"2,6932";"2,7731";"14,8089"
"84,3000";"2,6965";"2,7807";"14,8128"
"84,4000";"2,6996";"2,7882";"14,8138"
"84,5000";"2,7028";"2,7959";"14,8163"
"84,6000";"2,7060";"2,8034";"14,8209"
"84,7000";"2,7093";"2,8111";"14,8267"
"84,8000";"2,7124";"2,8187";"14,8269"
"84,9000";"2,7157";"2,8263";"14,8306"
"85,0000";"2,7189";"2,8338";"14,8342"
"85,1000";"2,7221";"2,8414";"14,8349"
"85,2000";"2,7252";"2,8490";"14,8371"
"85,3000";"2,7285";"2,8566";"14,8415"
"85,4000";"2,7316";"2,8642";"14,8440"
"85,5000";"2,7348";"2,8718";"14,8478"
"85,6000";"2,7380";"2,8794";"14,8512"
"85,7000";"2,7413";"2,8871";"14,8560"
"85,8000";"2,7445";"2,8947";"14,8570"
"85,9000";"2,7477";"2,9022";"14,8590"
"86,0000";"2,7509";"2,9099";"14,8620"
"86,1000";"2,7541";"2,9176";"14,8663"
"86,2000";"2,7572";"2,9251";"14,8662"
"86,3000";"2,7604";"2,9327";"14,8704"
"86,4000";"2,7637";"2,9403";"14,8751"
"86,5000";"2,7668";"2,9479";"14,8767"
"86,6000";"2,7701";"2,9556";"14,8801"
"86,7000";"2,7733";"2,9632";"14,8845"
"86,8000";"2,7765";"2,9708";"14,8858"
"86,9000";"2,7797";"2,9785";"14,8889"
"87,0000";"2,7828";"2,9861";"14,8912"
"87,1000";"2,7861";"2,9938";"14,8946"
"87,2000";"2,7892";"3,0013";"14,8962"
"87,3000";"2,7924";"3,0089";"14,8979"
"87,4000";"2,7957";"3,0166";"14,9023"
"87,5000";"2,7989";"3,0242";"14,9068"
"87,6000";"2,8020";"3,0318";"14,9081"
"87,7000";"2,8053";"3,0395";"14,9112"
"87,8000";"2,8086";"3,0473";"14,9169"
"87,9000";"2,8116";"3,0548";"14,9160"
"88,0000";"2,8148";"3,0625";"14,9187"
"88,1000";"2,8180";"3,0701";"14,9215"
"88,2000";"2,8212";"3,0777";"14,9255"
"88,3000";"2,8244";"3,0854";"14,9271"
"88,4000";"2,8276";"3,0930";"14,9318"
"88,5000";"2,8309";"3,1008";"14,9357"
"88,6000";"2,8341";"3,1085";"14,9387"
"88,7000";"2,8372";"3,1161";"14,9391"
"88,8000";"2,8405";"3,1238";"14,9430"
"88,9000";"2,8437";"3,1314";"14,9449"
"89,0000";"2,8468";"3,1389";"14,9455"
"89,1000";"2,8500";"3,1465";"14,9486"
"89,2000";"2,8533";"3,1543";"14,9548"
"89,3000";"2,8564";"3,1619";"14,9553"
"89,4000";"2,8597";"3,1696";"14,9590"
"89,5000";"2,8629";"3,1772";"14,9627"
"89,6000";"2,8661";"3,1849";"14,9649"
"89,7000";"2,8693";"3,1926";"14,9667"
"89,8000";"2,8724";"3,2002";"14,9684"
"89,9000";"2,8757";"3,2078";"14,9722"
"90,0000";"2,8788";"3,2155";"14,9751"
"90,1000";"2,8820";"3,2230";"14,9757"
"90,2000";"2,8852";"3,2307";"14,9800"
"90,3000";"2,8885";"3,2384";"14,9845"
"90,4000";"2,8917";"3,2461";"14,9855"
"90,5000";"2,8949";"3,2538";"14,9889"
"90,6000";"2,8981";"3,2614";"14,9930"
"90,7000";"2,9012";"3,2691";"14,9935"
"90,8000";"2,9044";"3,2767";"14,9957"
"90,9000";"2,9076";"3,2843";"14,9991"
"91,0000";"2,9108";"3,2920";"15,0016"
"91,1000";"2,9140";"3,2996";"15,0040"
"91,2000";"2,9172";"3,3074";"15,0070"
"91,3000";"2,9205";"3,3150";"15,0122"
"91,4000";"2,9237";"3,3227";"15,0139"
"91,5000";"2,9268";"3,3304";"15,0155"
"91,6000";"2,9301";"3,3380";"15,0186"
"91,7000";"2,9333";"3,3457";"15,0227"
"91,8000";"2,9364";"3,3533";"15,0221"
"91,9000";"2,9396";"3,3610";"15,0254"
"92,0000";"2,9429";"3,3687";"15,0302"
"92,1000";"2,9461";"3,3763";"15,0326"
"92,2000";"2,9493";"3,3840";"15,0357"
"92,3000";"2,9525";"3,3919";"15,0402"
"92,4000";"2,9557";"3,3995";"15,0414"
"92,5000";"2,9589";"3,4073";"15,0437"
"92,6000";"2,9620";"3,4149";"15,0438"
"92,7000";"2,9653";"3,4226";"15,0487"
"92,8000";"2,9684";"3,4302";"15,0501"
"92,9000";"2,9716";"3,4379";"15,0519"
"93,0000";"2,9748";"3,4456";"15,0554"
"93,1000";"2,9781";"3,4534";"15,0611"
"93,2000";"2,9813";"3,4610";"15,0610"
"93,3000";"2,9845";"3,4687";"15,0639"
"93,4000";"2,9877";"3,4764";"15,0676"
"93,5000";"2,9909";"3,4841";"15,0686"
"93,6000";"2,9940";"3,4917";"15,0705"
"93,7000";"2,9972";"3,4993";"15,0732"
"93,8000";"3,0004";"3,5070";"15,0761"
"93,9000";"3,0036";"3,5147";"15,0793"
"94,0000";"3,0068";"3,5223";"15,0813"
"94,1000";"3,0101";"3,5301";"15,0857"
"94,2000";"3,0133";"3,5378";"15,0879"
"94,3000";"3,0165";"3,5456";"15,0887"
"94,4000";"3,0197";"3,5533";"15,0927"
"94,5000";"3,0229";"3,5610";"15,0951"
"94,6000";"3,0260";"3,5685";"15,0956"
"94,7000";"3,0292";"3,5762";"15,0976"
"94,8000";"3,0325";"3,5840";"15,1030"
"94,9000";"3,0356";"3,5916";"15,1042"
"95,0000";"3,0389";"3,5993";"15,1074"
"95,1000";"3,0421";"3,6071";"15,1105"
"95,2000";"3,0453";"3,6148";"15,1138"
"95,3000";"3,0485";"3,6224";"15,1146"
"95,4000";"3,0516";"3,6300";"15,1155"
"95,5000";"3,0549";"3,6378";"15,1192"
"95,6000";"3,0581";"3,6454";"15,1219"
"95,7000";"3,0612";"3,6530";"15,1223"
"95,8000";"3,0644";"3,6608";"15,1269"
"95,9000";"3,0677";"3,6685";"15,1314"
"96,0000";"3,0709";"3,6762";"15,1332"
"96,1000";"3,0741";"3,6839";"15,1345"
"96,2000";"3,0774";"3,6917";"15,1392"
"96,3000";"3,0805";"3,6993";"15,1389"
"96,4000";"3,0837";"3,7069";"15,1415"
"96,5000";"3,0868";"3,7146";"15,1433"
"96,6000";"3,0901";"3,7223";"15,1476"
"96,7000";"3,0932";"3,7300";"15,1498"
"96,8000";"3,0964";"3,7377";"15,1526"
"96,9000";"3,0997";"3,7455";"15,1564"
"97,0000";"3,1029";"3,7533";"15,1600"
"97,1000";"3,1060";"3,7609";"15,1594"
"97,2000";"3,1093";"3,7687";"15,1631"
"97,3000";"3,1125";"3,7764";"15,1660"
"97,4000";"3,1156";"3,7840";"15,1670"
"97,5000";"3,1188";"3,7917";"15,1690"
"97,6000";"3,1221";"3,7996";"15,1736"
"97,7000";"3,1252";"3,8072";"15,1747"
"97,8000";"3,1285";"3,8150";"15,1780"
"97,9000";"3,1317";"3,8227";"15,1809"
"98,0000";"3,1349";"3,8305";"15,1833"
"98,1000";"3,1381";"3,8383";"15,1855"
"98,2000";"3,1412";"3,8459";"15,1855"
"98,3000";"3,1445";"3,8537";"15,1905"
"98,4000";"3,1476";"3,8614";"15,1922"
"98,5000";"3,1508";"3,8691";"15,1932"
"98,6000";"3,1540";"3,8767";"15,1957"
"98,7000";"3,1573";"3,8845";"15,2017"
"98,8000";"3,1605";"3,8923";"15,2018"
"98,9000";"3,1637";"3,9000";"15,2039"
"99,0000";"3,1669";"3,9078";"15,2076"
"99,1000";"3,1701";"3,9155";"15,2090"
"99,2000";"3,1732";"3,9232";"15,2098"
"99,3000";"3,1764";"3,9308";"15,2117"
"99,4000";"3,1796";"3,9385";"15,2147"
"99,5000";"3,1829";"3,9463";"15,2186"
"99,6000";"3,1860";"3,9539";"15,2192"
"99,7000";"3,1893";"3,9617";"15,2250"
"99,8000";"3,1925";"3,9695";"15,2272"
"99,9000";"3,1957";"3,9772";"15,2276"
"100,0000";"3,1989";"3,9849";"15,2296"
"100,1000";"3,2021";"3,9926";"15,2341"
"100,2000";"3,2052";"4,0003";"15,2336"
"100,3000";"3,2084";"4,0080";"15,2357"
"100,4000";"3,2116";"4,0157";"15,2401"
"100,5000";"3,2149";"4,0235";"15,2433"
"100,6000";"3,2181";"4,0312";"15,2454"
"100,7000";"3,2213";"4,0389";"15,2485"
"100,8000";"3,2245";"4,0468";"15,2509"
"100,9000";"3,2277";"4,0546";"15,2532"
"101,0000";"3,2308";"4,0622";"15,2528"
"101,1000";"3,2341";"4,0699";"15,2570"
"101,2000";"3,2373";"4,0777";"15,2590"
"101,3000";"3,2404";"4,0853";"15,2603"
"101,4000";"3,2436";"4,0931";"15,2636"
"101,5000";"3,2469";"4,1009";"15,2684"
"101,6000";"3,2501";"4,1086";"15,2692"
"101,7000";"3,2533";"4,1165";"15,2709"
"101,8000";"3,2565";"4,1243";"15,2748"
"101,9000";"3,2597";"4,1319";"15,2759"
"102,0000";"3,2628";"4,1396";"15,2771"
"102,1000";"3,2660";"4,1474";"15,2785"
"102,2000";"3,2693";"4,1552";"15,2834"
"102,3000";"3,2724";"4,1629";"15,2851"
"102,4000";"3,2756";"4,1706";"15,2867"
"102,5000";"3,2789";"4,1785";"15,2906"
"102,6000";"3,2822";"4,1864";"15,2946"
"102,7000";"3,2852";"4,1941";"15,2942"
"102,8000";"3,2885";"4,2020";"15,2972"
"102,9000";"3,2917";"4,2096";"15,2995"
"103,0000";"3,2949";"4,2174";"15,3014"
"103,1000";"3,2980";"4,2251";"15,3018"
"103,2000";"3,3013";"4,2328";"15,3064"
"103,3000";"3,3044";"4,2406";"15,3086"
"103,4000";"3,3077";"4,2484";"15,3119"
"103,5000";"3,3109";"4,2562";"15,3137"
"103,6000";"3,3141";"4,2641";"15,3172"
"103,7000";"3,3173";"4,2718";"15,3186"
"103,8000";"3,3204";"4,2796";"15,3184"
"103,9000";"3,3237";"4,2873";"15,3216"
"104,0000";"3,3269";"4,2951";"15,3246"
"104,1000";"3,3300";"4,3027";"15,3245"
"104,2000";"3,3332";"4,3106";"15,3280"
"104,3000";"3,3365";"4,3183";"15,3325"
"104,4000";"3,3397";"4,3262";"15,3349"
"104,5000";"3,3429";"4,3340";"15,3359"
"104,6000";"3,3461";"4,3418";"15,3386"
"104,7000";"3,3493";"4,3494";"15,3396"
"104,8000";"3,3525";"4,3572";"15,3414"
"104,9000";"3,3556";"4,3650";"15,3424"
"105,0000";"3,3588";"4,3727";"15,3463"
"105,1000";"3,3620";"4,3805";"15,3497"
"105,2000";"3,3652";"4,3882";"15,3507"
"105,3000";"3,3685";"4,3961";"15,3550"
"105,4000";"3,3717";"4,4039";"15,3573"
"105,5000";"3,3749";"4,4115";"15,3573"
"105,6000";"3,3781";"4,4193";"15,3593"
"105,7000";"3,3813";"4,4272";"15,3640"
"105,8000";"3,3844";"4,4349";"15,3641"
"105,9000";"3,3876";"4,4426";"15,3656"
"106,0000";"3,3908";"4,4504";"15,3691"
"106,1000";"3,3941";"4,4583";"15,3722"
"106,2000";"3,3973";"4,4660";"15,3745"
"106,3000";"3,4005";"4,4738";"15,3766"
"106,4000";"3,4037";"4,4816";"15,3793"
"106,5000";"3,4069";"4,4895";"15,3827"
"106,6000";"3,4100";"4,4972";"15,3813"
"106,7000";"3,4133";"4,5050";"15,3858"
"106,8000";"3,4165";"4,5127";"15,3874"
"106,9000";"3,4196";"4,5206";"15,3886"
"107,0000";"3,4228";"4,5283";"15,3905"
"107,1000";"3,4261";"4,5362";"15,3963"
"107,2000";"3,4293";"4,5441";"15,3974"
"107,3000";"3,4325";"4,5518";"15,3990"
"107,4000";"3,4357";"4,5597";"15,4014"
"107,5000";"3,4389";"4,5674";"15,4040"
"107,6000";"3,4421";"4,5753";"15,4039"
"107,7000";"3,4452";"4,5829";"15,4050"
"107,8000";"3,4484";"4,5907";"15,4084"
"107,9000";"3,4517";"4,5986";"15,4129"
"108,0000";"3,4548";"4,6062";"15,4131"
"108,1000";"3,4581";"4,6141";"15,4173"
"108,2000";"3,4613";"4,6220";"15,4197"
"108,3000";"3,4645";"4,6296";"15,4198"
"108,4000";"3,4677";"4,6374";"15,4214"
"108,5000";"3,4709";"4,6452";"15,4245"
"108,6000";"3,4740";"4,6529";"15,4259"
"108,7000";"3,4772";"4,6608";"15,4274"
"108,8000";"3,4804";"4,6684";"15,4310"
"108,9000";"3,4837";"4,6763";"15,4334"
"109,0000";"3,4869";"4,6841";"15,4362"
"109,1000";"3,4901";"4,6919";"15,4374"
"109,2000";"3,4933";"4,6998";"15,4414"
"109,3000";"3,4965";"4,7076";"15,4434"
"109,4000";"3,4996";"4,7154";"15,4431"
"109,5000";"3,5028";"4,7231";"15,4462"
