Temps;Déplacement;Déformation 1;Force
(s);(mm);(%);(kN)
"165,4000";"5,2917";"9,1506";"16,4057"
"165,5000";"5,2949";"9,1585";"16,4086"
"165,6000";"5,2980";"9,1665";"16,4065"
"165,7000";"5,3012";"9,1745";"16,4077"
"165,8000";"5,3045";"9,1824";"16,4107"
"165,9000";"5,3077";"9,1905";"16,4119"
"166,0000";"5,3109";"9,1985";"16,4136"
"166,1000";"5,3141";"9,2066";"16,4161"
"166,2000";"5,3173";"9,2147";"16,4169"
"166,3000";"5,3205";"9,2226";"16,4177"
"166,4000";"5,3236";"9,2306";"16,4171"
"166,5000";"5,3269";"9,2387";"16,4195"
"166,6000";"5,3300";"9,2466";"16,4203"
"166,7000";"5,3332";"9,2545";"16,4206"
"166,8000";"5,3364";"9,2625";"16,4234"
"166,9000";"5,3397";"9,2707";"16,4269"
"167,0000";"5,3429";"9,2786";"16,4266"
"167,1000";"5,3461";"9,2866";"16,4275"
"167,2000";"5,3494";"9,2947";"16,4310"
"167,3000";"5,3525";"9,3027";"16,4296"
"167,4000";"5,3556";"9,3107";"16,4310"
"167,5000";"5,3588";"9,3186";"16,4320"
"167,6000";"5,3621";"9,3268";"16,4355"
"167,7000";"5,3652";"9,3348";"16,4366"
"167,8000";"5,3684";"9,3428";"16,4374"
"167,9000";"5,3717";"9,3509";"16,4410"
"168,0000";"5,3749";"9,3591";"16,4430"
"168,1000";"5,3780";"9,3670";"16,4412"
"168,2000";"5,3813";"9,3751";"16,4437"
"168,3000";"5,3845";"9,3832";"16,4456"
"168,4000";"5,3876";"9,3911";"16,4456"
"168,5000";"5,3908";"9,3992";"16,4459"
"168,6000";"5,3941";"9,4072";"16,4502"
"168,7000";"5,3972";"9,4153";"16,4498"
"168,8000";"5,4005";"9,4234";"16,4520"
"168,9000";"5,4037";"9,4314";"16,4531"
"169,0000";"5,4069";"9,4396";"16,4555"
"169,1000";"5,4101";"9,4476";"16,4561"
"169,2000";"5,4132";"9,4555";"16,4559"
"169,3000";"5,4165";"9,4637";"16,4582"
"169,4000";"5,4197";"9,4718";"16,4597"
"169,5000";"5,4228";"9,4798";"16,4582"
"169,6000";"5,4260";"9,4879";"16,4613"
"169,7000";"5,4293";"9,4959";"16,4648"
"169,8000";"5,4325";"9,5040";"16,4654"
"169,9000";"5,4357";"9,5121";"16,4664"
"170,0000";"5,4389";"9,5202";"16,4689"
"170,1000";"5,4421";"9,5282";"16,4684"
"170,2000";"5,4453";"9,5363";"16,4695"
"170,3000";"5,4484";"9,5444";"16,4695"
"170,4000";"5,4516";"9,5525";"16,4719"
"170,5000";"5,4548";"9,5605";"16,4736"
"170,6000";"5,4580";"9,5685";"16,4744"
"170,7000";"5,4613";"9,5767";"16,4786"
"170,8000";"5,4645";"9,5848";"16,4795"
"170,9000";"5,4676";"9,5928";"16,4785"
"171,0000";"5,4709";"9,6009";"16,4798"
"171,1000";"5,4741";"9,6090";"16,4826"
"171,2000";"5,4772";"9,6172";"16,4812"
"171,3000";"5,4804";"9,6251";"16,4825"
"171,4000";"5,4836";"9,6332";"16,4854"
"171,5000";"5,4869";"9,6413";"16,4872"
"171,6000";"5,4901";"9,6493";"16,4884"
"171,7000";"5,4933";"9,6575";"16,4897"
"171,8000";"5,4965";"9,6655";"16,4908"
"171,9000";"5,4997";"9,6737";"16,4926"
"172,0000";"5,5028";"9,6816";"16,4913"
"172,1000";"5,5061";"9,6897";"16,4949"
"172,2000";"5,5092";"9,6978";"16,4955"
"172,3000";"5,5124";"9,7059";"16,4958"
"172,4000";"5,5156";"9,7138";"16,4974"
"172,5000";"5,5189";"9,7220";"16,5015"
"172,6000";"5,5221";"9,7300";"16,5006"
"172,7000";"5,5253";"9,7381";"16,5024"
"172,8000";"5,5285";"9,7463";"16,5044"
"172,9000";"5,5317";"9,7544";"16,5056"
"173,0000";"5,5348";"9,7624";"16,5057"
"173,1000";"5,5380";"9,7704";"16,5061"
"173,2000";"5,5412";"9,7785";"16,5077"
"173,3000";"5,5445";"9,7866";"16,5103"
"173,4000";"5,5476";"9,7946";"16,5101"
"173,5000";"5,5509";"9,8027";"16,5139"
"173,6000";"5,5541";"9,8108";"16,5159"
"173,7000";"5,5573";"9,8189";"16,5152"
"173,8000";"5,5605";"9,8270";"16,5168"
"173,9000";"5,5637";"9,8351";"16,5181"
"174,0000";"5,5668";"9,8431";"16,5176"
"174,1000";"5,5700";"9,8512";"16,5184"
"174,2000";"5,5732";"9,8592";"16,5216"
"174,3000";"5,5764";"9,8674";"16,5230"
"174,4000";"5,5797";"9,8755";"16,5252"
"174,5000";"5,5829";"9,8835";"16,5259"
"174,6000";"5,5861";"9,8917";"16,5278"
"174,7000";"5,5893";"9,8998";"16,5283"
"174,8000";"5,5924";"9,9077";"16,5271"
"174,9000";"5,5957";"9,9159";"16,5295"
"175,0000";"5,5989";"9,9239";"16,5320"
"175,1000";"5,6020";"9,9319";"16,5309"
"175,2000";"5,6052";"9,9400";"16,5330"
"175,3000";"5,6085";"9,9482";"16,5362"
"175,4000";"5,6117";"9,9562";"16,5372"
"175,5000";"5,6149";"9,9643";"16,5368"
"175,6000";"5,6181";"9,9724";"16,5398"
"175,7000";"5,6213";"9,9804";"16,5400"
"175,8000";"5,6245";"9,9885";"16,5417"
"175,9000";"5,6276";"9,9965";"16,5411"
"176,0000";"5,6309";"10,0046";"16,5448"
"176,1000";"5,6341";"10,0127";"16,5459"
"176,2000";"5,6372";"10,0208";"16,5461"
"176,3000";"5,6405";"10,0290";"16,5489"
"176,4000";"5,6438";"10,0372";"16,5521"
"176,5000";"5,6469";"10,0452";"16,5502"
"176,6000";"5,6501";"10,0533";"16,5524"
"176,7000";"5,6533";"10,0614";"16,5540"
"176,8000";"5,6565";"10,0695";"16,5544"
"176,9000";"5,6596";"10,0775";"16,5541"
"177,0000";"5,6628";"10,0856";"16,5566"
"177,1000";"5,6660";"10,0937";"16,5577"
"177,2000";"5,6693";"10,1019";"16,5605"
"177,3000";"5,6725";"10,1099";"16,5611"
"177,4000";"5,6757";"10,1181";"16,5629"
"177,5000";"5,6789";"10,1263";"16,5643"
"177,6000";"5,6820";"10,1343";"16,5626"
"177,7000";"5,6853";"10,1424";"16,5652"
"177,8000";"5,6885";"10,1505";"16,5667"
"177,9000";"5,6916";"10,1585";"16,5664"
"178,0000";"5,6948";"10,1665";"16,5681"
"178,1000";"5,6981";"10,1748";"16,5726"
"178,2000";"5,7013";"10,1829";"16,5729"
"178,3000";"5,7045";"10,1910";"16,5732"
"178,4000";"5,7077";"10,1991";"16,5750"
"178,5000";"5,7109";"10,2073";"16,5767"
"178,6000";"5,7141";"10,2153";"16,5764"
"178,7000";"5,7172";"10,2234";"16,5763"
"178,8000";"5,7204";"10,2314";"16,5787"
"178,9000";"5,7237";"10,2396";"16,5822"
"179,0000";"5,7268";"10,2477";"16,5811"
"179,1000";"5,7301";"10,2559";"16,5846"
"179,2000";"5,7333";"10,2641";"16,5864"
"179,3000";"5,7365";"10,2721";"16,5857"
"179,4000";"5,7397";"10,2802";"16,5859"
"179,5000";"5,7429";"10,2883";"16,5887"
"179,6000";"5,7460";"10,2964";"16,5882"
"179,7000";"5,7492";"10,3046";"16,5890"
"179,8000";"5,7524";"10,3126";"16,5905"
"179,9000";"5,7557";"10,3207";"16,5931"
"180,0000";"5,7589";"10,3288";"16,5943"
"180,1000";"5,7621";"10,3369";"16,5949"
"180,2000";"5,7653";"10,3450";"16,5964"
"180,3000";"5,7685";"10,3532";"16,5990"
"180,4000";"5,7716";"10,3611";"16,5970"
"180,5000";"5,7749";"10,3694";"16,5995"
"180,6000";"5,7781";"10,3774";"16,6010"
"180,7000";"5,7812";"10,3855";"16,6012"
"180,8000";"5,7844";"10,3936";"16,6022"
"180,9000";"5,7877";"10,4018";"16,6056"
"181,0000";"5,7909";"10,4099";"16,6064"
"181,1000";"5,7941";"10,4180";"16,6070"
"181,2000";"5,7973";"10,4261";"16,6091"
"181,3000";"5,8005";"10,4342";"16,6097"
"181,4000";"5,8037";"10,4424";"16,6103"
"181,5000";"5,8068";"10,4504";"16,6095"
"181,6000";"5,8100";"10,4585";"16,6124"
"181,7000";"5,8133";"10,4666";"16,6147"
"181,8000";"5,8164";"10,4747";"16,6146"
"181,9000";"5,8197";"10,4829";"16,6177"
"182,0000";"5,8230";"10,4911";"16,6207"
"182,1000";"5,8261";"10,4991";"16,6189"
"182,2000";"5,8293";"10,5072";"16,6197"
"182,3000";"5,8325";"10,5153";"16,6210"
"182,4000";"5,8357";"10,5234";"16,6224"
"182,5000";"5,8388";"10,5315";"16,6218"
"182,6000";"5,8420";"10,5396";"16,6241"
"182,7000";"5,8452";"10,5477";"16,6256"
"182,8000";"5,8485";"10,5558";"16,6283"
"182,9000";"5,8516";"10,5638";"16,6274"
"183,0000";"5,8549";"10,5721";"16,6302"
"183,1000";"5,8581";"10,5801";"16,6311"
"183,2000";"5,8612";"10,5882";"16,6306"
"183,3000";"5,8644";"10,5963";"16,6319"
"183,4000";"5,8677";"10,6045";"16,6348"
"183,5000";"5,8708";"10,6125";"16,6338"
"183,6000";"5,8740";"10,6205";"16,6358"
"183,7000";"5,8773";"10,6287";"16,6378"
"183,8000";"5,8805";"10,6368";"16,6399"
"183,9000";"5,8837";"10,6449";"16,6396"
"184,0000";"5,8869";"10,6530";"16,6410"
"184,1000";"5,8901";"10,6611";"16,6425"
"184,2000";"5,8933";"10,6693";"16,6436"
"184,3000";"5,8964";"10,6773";"16,6423"
"184,4000";"5,8996";"10,6854";"16,6450"
"184,5000";"5,9029";"10,6936";"16,6476"
"184,6000";"5,9060";"10,7017";"16,6472"
"184,7000";"5,9093";"10,7098";"16,6504"
"184,8000";"5,9125";"10,7181";"16,6527"
"184,9000";"5,9157";"10,7260";"16,6520"
"185,0000";"5,9189";"10,7343";"16,6524"
"185,1000";"5,9221";"10,7423";"16,6539"
"185,2000";"5,9253";"10,7504";"16,6543"
"185,3000";"5,9284";"10,7585";"16,6545"
"185,4000";"5,9316";"10,7666";"16,6556"
"185,5000";"5,9348";"10,7747";"16,6594"
"185,6000";"5,9381";"10,7829";"16,6615"
"185,7000";"5,9412";"10,7911";"16,6615"
"185,8000";"5,9445";"10,7993";"16,6629"
"185,9000";"5,9478";"10,8076";"16,6657"
"186,0000";"5,9508";"10,8156";"16,6629"
"186,1000";"5,9541";"10,8237";"16,6654"
"186,2000";"5,9572";"10,8318";"16,6667"
"186,3000";"5,9604";"10,8400";"16,6679"
"186,4000";"5,9636";"10,8481";"16,6685"
"186,5000";"5,9669";"10,8563";"16,6717"
"186,6000";"5,9701";"10,8645";"16,6725"
"186,7000";"5,9733";"10,8726";"16,6734"
"186,8000";"5,9765";"10,8807";"16,6735"
"186,9000";"5,9797";"10,8889";"16,6755"
"187,0000";"5,9829";"10,8970";"16,6762"
"187,1000";"5,9860";"10,9051";"16,6759"
"187,2000";"5,9892";"10,9133";"16,6778"
"187,3000";"5,9925";"10,9215";"16,6812"
"187,4000";"5,9956";"10,9297";"16,6796"
"187,5000";"5,9989";"10,9378";"16,6825"
"187,6000";"6,0021";"10,9459";"16,6845"
"187,7000";"6,0053";"10,9541";"16,6849"
"187,8000";"6,0085";"10,9622";"16,6850"
"187,9000";"6,0117";"10,9703";"16,6862"
"188,0000";"6,0149";"10,9785";"16,6875"
"188,1000";"6,0180";"10,9866";"16,6880"
"188,2000";"6,0212";"10,9947";"16,6882"
"188,3000";"6,0244";"11,0028";"16,6901"
"188,4000";"6,0277";"11,0111";"16,6930"
"188,5000";"6,0309";"11,0192";"16,6928"
"188,6000";"6,0341";"11,0275";"16,6950"
"188,7000";"6,0373";"11,0356";"16,6966"
"188,8000";"6,0404";"11,0438";"16,6948"
"188,9000";"6,0436";"11,0519";"16,6961"
"189,0000";"6,0469";"11,0600";"16,6980"
"189,1000";"6,0500";"11,0681";"16,6982"
"189,2000";"6,0532";"11,0763";"16,6993"
"189,3000";"6,0564";"11,0845";"16,7019"
"189,4000";"6,0597";"11,0927";"16,7049"
"189,5000";"6,0629";"11,1009";"16,7043"
"189,6000";"6,0661";"11,1090";"16,7050"
"189,7000";"6,0693";"11,1171";"16,7059"
"189,8000";"6,0725";"11,1253";"16,7077"
"189,9000";"6,0756";"11,1333";"16,7058"
"190,0000";"6,0788";"11,1415";"16,7084"
"190,1000";"6,0821";"11,1498";"16,7112"
"190,2000";"6,0852";"11,1578";"16,7115"
"190,3000";"6,0885";"11,1661";"16,7129"
"190,4000";"6,0918";"11,1743";"16,7158"
"190,5000";"6,0949";"11,1824";"16,7145"
"190,6000";"6,0981";"11,1906";"16,7156"
"190,7000";"6,1012";"11,1988";"16,7160"
"190,8000";"6,1045";"11,2070";"16,7187"
"190,9000";"6,1076";"11,2151";"16,7185"
"191,0000";"6,1108";"11,2231";"16,7193"
"191,1000";"6,1140";"11,2314";"16,7209"
"191,2000";"6,1173";"11,2396";"16,7239"
"191,3000";"6,1205";"11,2478";"16,7231"
"191,4000";"6,1237";"11,2560";"16,7250"
"191,5000";"6,1269";"11,2642";"16,7273"
"191,6000";"6,1300";"11,2724";"16,7264"
"191,7000";"6,1332";"11,2804";"16,7275"
"191,8000";"6,1364";"11,2886";"16,7288"
"191,9000";"6,1396";"11,2968";"16,7287"
"192,0000";"6,1428";"11,3049";"16,7295"
"192,1000";"6,1461";"11,3131";"16,7322"
"192,2000";"6,1493";"11,3214";"16,7348"
"192,3000";"6,1525";"11,3295";"16,7352"
"192,4000";"6,1557";"11,3378";"16,7352"
"192,5000";"6,1589";"11,3459";"16,7373"
"192,6000";"6,1621";"11,3541";"16,7378"
"192,7000";"6,1652";"11,3622";"16,7366"
"192,8000";"6,1684";"11,3703";"16,7381"
"192,9000";"6,1717";"11,3786";"16,7421"
"193,0000";"6,1748";"11,3867";"16,7413"
"193,1000";"6,1781";"11,3950";"16,7437"
"193,2000";"6,1813";"11,4032";"16,7459"
"193,3000";"6,1845";"11,4114";"16,7463"
"193,4000";"6,1877";"11,4197";"16,7457"
"193,5000";"6,1909";"11,4278";"16,7462"
"193,6000";"6,1941";"11,4359";"16,7479"
"193,7000";"6,1972";"11,4441";"16,7489"
"193,8000";"6,2004";"11,4523";"16,7481"
"193,9000";"6,2036";"11,4604";"16,7511"
"194,0000";"6,2069";"11,4688";"16,7538"
"194,1000";"6,2101";"11,4768";"16,7535"
"194,2000";"6,2133";"11,4850";"16,7539"
"194,3000";"6,2166";"11,4932";"16,7577"
"194,4000";"6,2196";"11,5014";"16,7552"
"194,5000";"6,2229";"11,5096";"16,7569"
"194,6000";"6,2260";"11,5178";"16,7576"
"194,7000";"6,2292";"11,5258";"16,7595"
"194,8000";"6,2324";"11,5341";"16,7598"
"194,9000";"6,2357";"11,5422";"16,7619"
"195,0000";"6,2389";"11,5504";"16,7640"
"195,1000";"6,2421";"11,5587";"16,7646"
"195,2000";"6,2453";"11,5668";"16,7644"
"195,3000";"6,2485";"11,5751";"16,7665"
"195,4000";"6,2517";"11,5833";"16,7678"
"195,5000";"6,2548";"11,5915";"16,7666"
"195,6000";"6,2580";"11,5997";"16,7683"
"195,7000";"6,2613";"11,6079";"16,7712"
"195,8000";"6,2644";"11,6160";"16,7704"
"195,9000";"6,2677";"11,6242";"16,7730"
"196,0000";"6,2709";"11,6324";"16,7756"
"196,1000";"6,2741";"11,6407";"16,7753"
"196,2000";"6,2773";"11,6490";"16,7762"
"196,3000";"6,2804";"11,6571";"16,7753"
"196,4000";"6,2837";"11,6654";"16,7784"
"196,5000";"6,2868";"11,6734";"16,7781"
"196,6000";"6,2900";"11,6816";"16,7781"
"196,7000";"6,2932";"11,6898";"16,7804"
"196,8000";"6,2965";"11,6981";"16,7845"
"196,9000";"6,2996";"11,7063";"16,7832"
"197,0000";"6,3029";"11,7145";"16,7848"
"197,1000";"6,3061";"11,7227";"16,7868"
"197,2000";"6,3093";"11,7310";"16,7863"
"197,3000";"6,3124";"11,7391";"16,7862"
"197,4000";"6,3156";"11,7474";"16,7880"
"197,5000";"6,3188";"11,7555";"16,7887"
"197,6000";"6,3220";"11,7637";"16,7906"
"197,7000";"6,3252";"11,7719";"16,7914"
"197,8000";"6,3285";"11,7802";"16,7951"
"197,9000";"6,3317";"11,7884";"16,7949"
"198,0000";"6,3349";"11,7967";"16,7950"
"198,1000";"6,3381";"11,8048";"16,7961"
"198,2000";"6,3413";"11,8132";"16,7985"
"198,3000";"6,3444";"11,8212";"16,7969"
"198,4000";"6,3476";"11,8295";"16,7985"
"198,5000";"6,3509";"11,8377";"16,8016"
"198,6000";"6,3540";"11,8460";"16,8020"
"198,7000";"6,3573";"11,8541";"16,8033"
"198,8000";"6,3605";"11,8625";"16,8050"
"198,9000";"6,3637";"11,8706";"16,8050"
"199,0000";"6,3669";"11,8789";"16,8058"
"199,1000";"6,3700";"11,8871";"16,8057"
"199,2000";"6,3733";"11,8954";"16,8080"
"199,3000";"6,3764";"11,9034";"16,8084"
"199,4000";"6,3796";"11,9116";"16,8082"
"199,5000";"6,3828";"11,9198";"16,8103"
"199,6000";"6,3861";"11,9282";"16,8130"
"199,7000";"6,3893";"11,9362";"16,8128"
"199,8000";"6,3925";"11,9445";"16,8136"
"199,9000";"6,3957";"11,9529";"16,8173"
"200,0000";"6,3988";"11,9610";"16,8154"
"200,1000";"6,4020";"11,9692";"16,8165"
"200,2000";"6,4052";"11,9774";"16,8167"
"200,3000";"6,4085";"11,9857";"16,8192"
"200,4000";"6,4116";"11,9939";"16,8195"
"200,5000";"6,4148";"12,0021";"16,8209"
"200,6000";"6,4181";"12,0103";"16,8235"
"200,7000";"6,4213";"12,0187";"16,8257"
"200,8000";"6,4244";"12,0269";"16,8239"
"200,9000";"6,4277";"12,0351";"16,8261"
"201,0000";"6,4309";"12,0433";"16,8271"
"201,1000";"6,4340";"12,0516";"16,8269"
"201,2000";"6,4372";"12,0597";"16,8268"
"201,3000";"6,4405";"12,0679";"16,8312"
"201,4000";"6,4436";"12,0761";"16,8308"
"201,5000";"6,4469";"12,0844";"16,8330"
"201,6000";"6,4501";"12,0927";"16,8340"
"201,7000";"6,4533";"12,1011";"16,8356"
"201,8000";"6,4565";"12,1092";"16,8353"
"201,9000";"6,4596";"12,1175";"16,8353"
"202,0000";"6,4629";"12,1256";"16,8373"
"202,1000";"6,4661";"12,1340";"16,8390"
"202,2000";"6,4692";"12,1420";"16,8377"
"202,3000";"6,4724";"12,1504";"16,8401"
"202,4000";"6,4757";"12,1586";"16,8429"
"202,5000";"6,4789";"12,1670";"16,8425"
"202,6000";"6,4821";"12,1751";"16,8434"
"202,7000";"6,4853";"12,1835";"16,8458"
"202,8000";"6,4885";"12,1917";"16,8454"
"202,9000";"6,4916";"12,2000";"16,8460"
"203,0000";"6,4948";"12,2082";"16,8463"
"203,1000";"6,4980";"12,2165";"16,8481"
"203,2000";"6,5012";"12,2247";"16,8492"
"203,3000";"6,5044";"12,2330";"16,8497"
"203,4000";"6,5077";"12,2413";"16,8534"
"203,5000";"6,5109";"12,2497";"16,8543"
"203,6000";"6,5140";"12,2578";"16,8534"
"203,7000";"6,5173";"12,2662";"16,8549"
"203,8000";"6,5205";"12,2745";"16,8573"
"203,9000";"6,5236";"12,2827";"16,8555"
"204,0000";"6,5268";"12,2909";"16,8564"
"204,1000";"6,5300";"12,2992";"16,8590"
"204,2000";"6,5333";"12,3076";"16,8602"
"204,3000";"6,5365";"12,3159";"16,8615"
"204,4000";"6,5397";"12,3242";"16,8635"
"204,5000";"6,5429";"12,3326";"16,8637"
"204,6000";"6,5461";"12,3408";"16,8644"
"204,7000";"6,5492";"12,3490";"16,8624"
"204,8000";"6,5525";"12,3573";"16,8655"
"204,9000";"6,5556";"12,3656";"16,8661"
"205,0000";"6,5588";"12,3738";"16,8661"
"205,1000";"6,5620";"12,3820";"16,8674"
"205,2000";"6,5653";"12,3904";"16,8717"
"205,3000";"6,5685";"12,3986";"16,8701"
"205,4000";"6,5717";"12,4070";"16,8711"
"205,5000";"6,5749";"12,4153";"16,8729"
"205,6000";"6,5781";"12,4235";"16,8732"
"205,7000";"6,5812";"12,4317";"16,8735"
"205,8000";"6,5844";"12,4400";"16,8738"
"205,9000";"6,5876";"12,4482";"16,8755"
"206,0000";"6,5909";"12,4566";"16,8772"
"206,1000";"6,5940";"12,4647";"16,8764"
"206,2000";"6,5973";"12,4732";"16,8800"
"206,3000";"6,6005";"12,4815";"16,8811"
"206,4000";"6,6037";"12,4897";"16,8803"
"206,5000";"6,6069";"12,4981";"16,8819"
"206,6000";"6,6101";"12,5065";"16,8836"
"206,7000";"6,6132";"12,5146";"16,8827"
"206,8000";"6,6164";"12,5229";"16,8829"
"206,9000";"6,6197";"12,5311";"16,8855"
"207,0000";"6,6228";"12,5395";"16,8856"
"207,1000";"6,6261";"12,5478";"16,8877"
"207,2000";"6,6293";"12,5561";"16,8886"
"207,3000";"6,6325";"12,5644";"16,8907"
"207,4000";"6,6357";"12,5728";"16,8908"
"207,5000";"6,6388";"12,5808";"16,8892"
"207,6000";"6,6421";"12,5892";"16,8909"
"207,7000";"6,6453";"12,5975";"16,8927"
"207,8000";"6,6484";"12,6057";"16,8914"
"207,9000";"6,6516";"12,6140";"16,8939"
"208,0000";"6,6549";"12,6223";"16,8971"
"208,1000";"6,6581";"12,6307";"16,8977"
"208,2000";"6,6613";"12,6389";"16,8974"
"208,3000";"6,6645";"12,6472";"16,8999"
"208,4000";"6,6677";"12,6555";"16,8987"
"208,5000";"6,6709";"12,6638";"16,8999"
"208,6000";"6,6740";"12,6720";"16,8992"
"208,7000";"6,6773";"12,6803";"16,9021"
"208,8000";"6,6805";"12,6886";"16,9032"
"208,9000";"6,6836";"12,6969";"16,9035"
"209,0000";"6,6869";"12,7052";"16,9058"
"209,1000";"6,6902";"12,7136";"16,9081"
"209,2000";"6,6933";"12,7218";"16,9062"
"209,3000";"6,6965";"12,7302";"16,9078"
"209,4000";"6,6997";"12,7384";"16,9096"
"209,5000";"6,7029";"12,7467";"16,9099"
"209,6000";"6,7060";"12,7550";"16,9097"
"209,7000";"6,7093";"12,7634";"16,9121"
"209,8000";"6,7124";"12,7716";"16,9125"
"209,9000";"6,7157";"12,7800";"16,9142"
"210,0000";"6,7189";"12,7882";"16,9151"
"210,1000";"6,7221";"12,7966";"16,9164"
"210,2000";"6,7253";"12,8048";"16,9171"
"210,3000";"6,7284";"12,8131";"16,9159"
"210,4000";"6,7317";"12,8214";"16,9187"
"210,5000";"6,7349";"12,8299";"16,9192"
"210,6000";"6,7380";"12,8379";"16,9182"
"210,7000";"6,7412";"12,8463";"16,9199"
"210,8000";"6,7445";"12,8547";"16,9239"
"210,9000";"6,7477";"12,8630";"16,9235"
"211,0000";"6,7509";"12,8713";"16,9242"
"211,1000";"6,7541";"12,8797";"16,9255"
"211,2000";"6,7573";"12,8880";"16,9266"
"211,3000";"6,7604";"12,8963";"16,9260"
"211,4000";"6,7636";"12,9045";"16,9253"
"211,5000";"6,7668";"12,9129";"16,9270"
"211,6000";"6,7701";"12,9211";"16,9302"
"211,7000";"6,7732";"12,9294";"16,9291"
"211,8000";"6,7765";"12,9379";"16,9327"
"211,9000";"6,7797";"12,9463";"16,9341"
"212,0000";"6,7829";"12,9545";"16,9332"
"212,1000";"6,7861";"12,9628";"16,9334"
"212,2000";"6,7893";"12,9710";"16,9359"
"212,3000";"6,7924";"12,9793";"16,9350"
"212,4000";"6,7956";"12,9876";"16,9359"
"212,5000";"6,7988";"12,9959";"16,9376"
"212,6000";"6,8021";"13,0044";"16,9396"
"212,7000";"6,8053";"13,0126";"16,9405"
"212,8000";"6,8085";"13,0210";"16,9409"
"212,9000";"6,8117";"13,0292";"16,9416"
"213,0000";"6,8149";"13,0376";"16,9435"
"213,1000";"6,8180";"13,0458";"16,9413"
"213,2000";"6,8213";"13,0542";"16,9443"
"213,3000";"6,8245";"13,0625";"16,9453"
"213,4000";"6,8276";"13,0707";"16,9449"
"213,5000";"6,8308";"13,0791";"16,9458"
"213,6000";"6,8341";"13,0875";"16,9488"
"213,7000";"6,8373";"13,0957";"16,9490"
"213,8000";"6,8405";"13,1040";"16,9494"
"213,9000";"6,8437";"13,1124";"16,9514"
"214,0000";"6,8469";"13,1207";"16,9518"
"214,1000";"6,8501";"13,1290";"16,9523"
"214,2000";"6,8532";"13,1372";"16,9510"
"214,3000";"6,8564";"13,1455";"16,9535"
"214,4000";"6,8597";"13,1538";"16,9550"
"214,5000";"6,8628";"13,1620";"16,9542"
"214,6000";"6,8661";"13,1705";"16,9571"
"214,7000";"6,8694";"13,1789";"16,9602"
"214,8000";"6,8725";"13,1872";"16,9583"
"214,9000";"6,8757";"13,1955";"16,9594"
"215,0000";"6,8789";"13,2038";"16,9599"
"215,1000";"6,8821";"13,2121";"16,9606"
"215,2000";"6,8852";"13,2203";"16,9598"
"215,3000";"6,8884";"13,2287";"16,9620"
"215,4000";"6,8916";"13,2370";"16,9632"
"215,5000";"6,8949";"13,2455";"16,9660"
"215,6000";"6,8981";"13,2536";"16,9650"
"215,7000";"6,9013";"13,2621";"16,9672"
"215,8000";"6,9045";"13,2704";"16,9678"
"215,9000";"6,9076";"13,2786";"16,9663"
"216,0000";"6,9108";"13,2870";"16,9674"
"216,1000";"6,9141";"13,2953";"16,9700"
"216,2000";"6,9172";"13,3035";"16,9686"
"216,3000";"6,9204";"13,3119";"16,9706"
"216,4000";"6,9237";"13,3201";"16,9730"
"216,5000";"6,9269";"13,3286";"16,9742"
"216,6000";"6,9301";"13,3368";"16,9738"
"216,7000";"6,9333";"13,3452";"16,9753"
"216,8000";"6,9365";"13,3534";"16,9754"
"216,9000";"6,9397";"13,3618";"16,9764"
"217,0000";"6,9428";"13,3700";"16,9754"
"217,1000";"6,9460";"13,3783";"16,9774"
"217,2000";"6,9493";"13,3867";"16,9797"
"217,3000";"6,9524";"13,3949";"16,9792"
"217,4000";"6,9557";"13,4033";"16,9823"
"217,5000";"6,9590";"13,4117";"16,9842"
"217,6000";"6,9621";"13,4199";"16,9828"
"217,7000";"6,9653";"13,4282";"16,9838"
"217,8000";"6,9685";"13,4365";"16,9861"
"217,9000";"6,9717";"13,4449";"16,9862"
"218,0000";"6,9748";"13,4531";"16,9859"
"218,1000";"6,9780";"13,4615";"16,9875"
"218,2000";"6,9813";"13,4698";"16,9896"
"218,3000";"6,9845";"13,4782";"16,9908"
"218,4000";"6,9877";"13,4865";"16,9907"
"218,5000";"6,9909";"13,4949";"16,9920"
"218,6000";"6,9941";"13,5032";"16,9948"
"218,7000";"6,9972";"13,5115";"16,9920"
"218,8000";"7,0005";"13,5198";"16,9941"
"218,9000";"7,0036";"13,5281";"16,9950"
"219,0000";"7,0068";"13,5364";"16,9955"
"219,1000";"7,0100";"13,5447";"16,9960"
"219,2000";"7,0133";"13,5531";"16,9997"
"219,3000";"7,0165";"13,5614";"17,0001"
"219,4000";"7,0197";"13,5699";"17,0008"
"219,5000";"7,0229";"13,5781";"17,0011"
"219,6000";"7,0261";"13,5865";"17,0030"
"219,7000";"7,0293";"13,5948";"17,0025"
"219,8000";"7,0324";"13,6031";"17,0019"
"219,9000";"7,0356";"13,6114";"17,0032"
"220,0000";"7,0389";"13,6198";"17,0066"
"220,1000";"7,0420";"13,6280";"17,0053"
"220,2000";"7,0453";"13,6365";"17,0081"
"220,3000";"7,0485";"13,6448";"17,0103"
"220,4000";"7,0517";"13,6533";"17,0095"
"220,5000";"7,0549";"13,6615";"17,0094"
"220,6000";"7,0581";"13,6700";"17,0103"
"220,7000";"7,0613";"13,6782";"17,0115"
"220,8000";"7,0644";"13,6866";"17,0118"
"220,9000";"7,0676";"13,6948";"17,0125"
"221,0000";"7,0708";"13,7032";"17,0141"
"221,1000";"7,0741";"13,7117";"17,0160"
